Title,Link,Price,Discount Price,Rating,Reviews
"Dell Latitude 3380 Intel Core i5 7th Generation, 8GB DDR4 Ram, 128GB SSD Drive, 13.3"" HD Led Display Intel HD Graphics - Daraz Like New Laptops",https://www.daraz.pk/products/3380-7th-i5-8gb-ddr4-256gb-ssd-133-hd-led-hd-i673809795.html,,,,
Acer | Chromebook Spin 511 R752T | 32GB Storage | 4GB RAM | Intel UHD Graphics 500 | Intel Celeron N4020 | 11.6″ Display | Windows 10 | ChromeBook - Daraz Like New Laptops,https://www.daraz.pk/products/acer-chromebook-spin-511-r752t-32gb-storage-4gb-ram-intel-uhd-graphics-500-intel-celeron-n4020-116-display-windows-10-chromebook-daraz-like-new-laptops-i802221114.html,,,,
"Dell 3180 Chromebook 11.6 inches HD screen, 4GB Ram 16GB SSD, HDMI, WiFi, Webcam, Chrome OS - (FREE LAPTOP BAG) - Daraz like new laptops",https://www.daraz.pk/products/dell-3180-chromebook-116-inches-hd-screen-4gb-ram-16gb-ssd-hdmi-wifi-webcam-chrome-os-free-laptop-bag-daraz-like-new-laptops-i423733349.html,,,,
"Dell Chromebook 3100 | 4GB RAM | 16GB SSD EMMC | PLAYSTORE SUPPORTED | 11.6"" SCREEN SIZE",https://www.daraz.pk/products/dell-chromebook-3100-4gb-ram-16gb-ssd-emmc-playstore-supported-116-screen-size-i670786259.html,,,,
Lenovo | ChromeBook 100E | 4GB RAM | 32GB Storage | 11.6″ Display | Webcam | Playstore Supported | 2027 Updateable | ChromeBook,https://www.daraz.pk/products/100e-4gb-32gb-1-000-flact-116-i612707200.html,,,,
Top Adjustable Wooden Gaming Laptop Table With For Bed 4 Level Adjustment Board Foldable Stand Ergonomic Portable Drawing Notebook Reading Food Breakfast Serving With Mouse Space Area,https://www.daraz.pk/products/4-i493078193.html,,,,
Lenovo ThinkPad T450 Core-i5-5th Gen 8 GB RAM 256 GB SSD 14″ Display,https://www.daraz.pk/products/t450-core-i5-5th-8-gb-14-ssd-256-gb-i883378507.html,,,,
Lenovo N22/N23 Chromebook – 11.6″ – 4 GB RAM – 16 GB ROM – With Play Store - PUBG Supported,https://www.daraz.pk/products/n22n23-116-4-gb-16-gb-pubg-i374611935.html,,,,
"Acer 11.6"" C730 Chromebook PC with Intel Celeron N2840 Processor, Windows Converted",https://www.daraz.pk/products/c730-n2840-i890987877.html,,,,
"HP G8 Chromebook – 11.6"" HD Display, 4GB RAM, 32GB SSD – Lightweight Laptop for School, Work & Daily Use",https://www.daraz.pk/products/hp-g8-116-hd-4gb-32gb-ssd-i892195223.html,,,,
"Dell Latitude 6430, Core i5 3rd generation, 4 GB Ram, 500GB Hard Drive, 14"" Led Display, (Windows 10 Registered) FREE LAPTOP BAG",https://www.daraz.pk/products/6430-3rd-i5-4-gb-500gb-14-led-10-i419772532.html,,,,
Acer ChromeBook R11 | Touch Screen | 16GB Storage | 4GB RAM | 360 Rotatable | 11.6″ HD Display | Playstore Supported | - Daraz Like New Laptops,https://www.daraz.pk/products/acer-chromebook-r11-touch-screen-16gb-storage-4gb-ram-360-rotatable-116-hd-display-playstore-supported-daraz-like-new-laptops-i795800848.html,,,,
"Daraz Like New Laptops - Lenovo N23 Chromebook – 11.6″ – 4 G 4GB RAM, 16GB Storage, Chrome OS",https://www.daraz.pk/products/daraz-like-new-laptops-lenovo-n23-chromebook-116-4-g-4gb-ram-16gb-storage-chrome-os-i438312499.html,,,,
"LAPTOP Dell 3189 Convertible Chromebook 11.6 inches HD IPS Touchscreen, Intel Celeron N3060 Up to 2.48GHz, 4GB Ram 16GB SSD, HDMI, WiFi, Webcam, Chrome OS - FREE LAPTOP BAG - Daraz Like New Laptops",https://www.daraz.pk/products/laptop-dell-3189-convertible-chromebook-116-inches-hd-ips-touchscreen-intel-celeron-n3060-up-to-248ghz-4gb-ram-16gb-ssd-hdmi-wifi-webcam-chrome-os-free-laptop-bag-daraz-like-new-laptops-i489069898.html,,,,
